"piler_party","party_id","party_code","party_name","Country"
"Dialogue for Hungary - Parbeszed Magyarorszagert (PM)",3115,"PM","Dialogue for Hungary","Hungary"
"Együtt - A Korszakváltók Pártja",2458,"Egyutt","Together — Party for a New Era","Hungary"
"Együtt - A Korszakváltók Pártja (Together – a Party for a New Era)",2458,"Egyutt","Together — Party for a New Era","Hungary"
"Együtt 2014 Mozgalom (Haza és Haladás, Milla, Szolidaritás)",2458,"Egyutt","Together — Party for a New Era","Hungary"
"Együtt2014 Mozgalom",2458,"Egyutt","Together — Party for a New Era","Hungary"
"FFD-Free Democrats",910,"SzDSz","Alliance of Free Democrats","Hungary"
"FIDESZ",1691,"Fidesz","Fidesz — Hungarian Civic Alliance","Hungary"
"FIDESZ (Fidesz Magyar Polgári Párt)",1691,"Fidesz","Fidesz — Hungarian Civic Alliance","Hungary"
"FIDESZ Magyar Polgari Part - Federation of Young Democrats",1691,"Fidesz","Fidesz — Hungarian Civic Alliance","Hungary"
"FIDESZ Magyar Polgári Párt",1691,"Fidesz","Fidesz — Hungarian Civic Alliance","Hungary"
"FIDESZ-Federation of Young Democrats",1691,"Fidesz","Fidesz — Hungarian Civic Alliance","Hungary"
"FIDESZ-MPP Fed of Young Democrats",1691,"Fidesz","Fidesz — Hungarian Civic Alliance","Hungary"
"FKGP-Independent Small Holders",1294,"FKgP","Independent Smallholders Party (1988)","Hungary"
"FKNP (FÜGGETLEN KISGAZDA-, NEMZETI EGYSÉG PÁRT)",1294,"FKgP","Independent Smallholders Party (1988)","Hungary"
"FKgP-Independent Smallholders Party",1294,"FKgP","Independent Smallholders Party (1988)","Hungary"
"FYD (Young Democr)",1691,"Fidesz","Fidesz — Hungarian Civic Alliance","Hungary"
"FYD Feder Young Dem",1691,"Fidesz","Fidesz — Hungarian Civic Alliance","Hungary"
"FYD-Federation of Young Democrats",1691,"Fidesz","Fidesz — Hungarian Civic Alliance","Hungary"
"Federation of Young Democrats - FYD",1691,"Fidesz","Fidesz — Hungarian Civic Alliance","Hungary"
"Fiatal Demokratak Szoevetsege (FIDESZ-MPP)",1691,"Fidesz","Fidesz — Hungarian Civic Alliance","Hungary"
"Fidesz",1691,"Fidesz","Fidesz — Hungarian Civic Alliance","Hungary"
"Fidesz (Fidesz Magyar Polgári Párt)",1691,"Fidesz","Fidesz — Hungarian Civic Alliance","Hungary"
"Fidesz - KDNP",6366,"Fidesz — KDNP","Fidesz — KDNP Party Alliance / Alliance of Hungarian Solidarity","Hungary"
"Fidesz Magyar Polgári Szövetség Fidesz",1691,"Fidesz","Fidesz — Hungarian Civic Alliance","Hungary"
"Fidesz-Hungarian Civic Party Alliance Party",1691,"Fidesz","Fidesz — Hungarian Civic Alliance","Hungary"
"Fidesz-Magyar Polgári Szövetség (Fidesz – Hungarian Civic Alliance)",1691,"Fidesz","Fidesz — Hungarian Civic Alliance","Hungary"
"Fidesz-Magyar Polgári Szövetség (Fidesz)",1691,"Fidesz","Fidesz — Hungarian Civic Alliance","Hungary"
"Fidesz-Magyar Polgári Szövetség (Fidesz-MPSZ)",1691,"Fidesz","Fidesz — Hungarian Civic Alliance","Hungary"
"Free Democrats - FFD",910,"SzDSz","Alliance of Free Democrats","Hungary"
"Fuggetlen Kisgazda Part (FKGP) - Independent Smallholders Party",1294,"FKgP","Independent Smallholders Party (1988)","Hungary"
"Független Kisgazda Párt-FKgP",1294,"FKgP","Independent Smallholders Party (1988)","Hungary"
"Független Kisgazda és Polgári Párt - FKGP",1294,"FKgP","Independent Smallholders Party (1988)","Hungary"
"HDF (Democr Forum)",1697,"MDF","Hungarian Democratic Forum","Hungary"
"HDF Hung Dem Forum",1697,"MDF","Hungarian Democratic Forum","Hungary"
"HDF- Hungarian Democratic Forum",1697,"MDF","Hungarian Democratic Forum","Hungary"
"HDF-Hungarian Democratic Forum",1697,"MDF","Hungarian Democratic Forum","Hungary"
"HIJP-Hungarian Truth",1597,"MIEP","Hungarian Justice and Life Party","Hungary"
"HIJP-Hungarina Truth",1597,"MIEP","Hungarian Justice and Life Party","Hungary"
"HLTP-Hungarian Life and Truth Party",1597,"MIEP","Hungarian Justice and Life Party","Hungary"
"HSP (Socialist)",1408,"MSZP","Hungarian Socialist Party","Hungary"
"HSP Hung Socialist P",1408,"MSZP","Hungarian Socialist Party","Hungary"
"HSP-Hungarian Socialist Party",1408,"MSZP","Hungarian Socialist Party","Hungary"
"HSPW (Socialist Wk)",299,"MSZMP","Hungarian Socialist Workers' Party","Hungary"
"HSPW (Workers party)",299,"MSZMP","Hungarian Socialist Workers' Party","Hungary"
"HSPW Hung Soc Workers",299,"MSZMP","Hungarian Socialist Workers' Party","Hungary"
"HSPW-Socialist Workers",299,"MSZMP","Hungarian Socialist Workers' Party","Hungary"
"HSPW-Socialist workers",299,"MSZMP","Hungarian Socialist Workers' Party","Hungary"
"HSWP-Socialist Workers",299,"MSZMP","Hungarian Socialist Workers' Party","Hungary"
"HTJP-Hungarian Truth",1597,"MIEP","Hungarian Justice and Life Party","Hungary"
"HTJP-Hungarinan Truth",1597,"MIEP","Hungarian Justice and Life Party","Hungary"
"HWP-Workers Party",859,"MKM","Hungarian Communist Workers' Party","Hungary"
"Hung Justice and Life",1597,"MIEP","Hungarian Justice and Life Party","Hungary"
"Hung justice and li",1597,"MIEP","Hungarian Justice and Life Party","Hungary"
"Hung. Civic Alliance-Christian Dem. People's Party - Fidesz-Magyar Polgari Szovetseg-Keresztenydemokrata Neppart (FIDESZ",6366,"Fidesz — KDNP","Fidesz — KDNP Party Alliance / Alliance of Hungarian Solidarity","Hungary"
"Hungarian Civic Alliance - Christian Democratic People's Par",6366,"Fidesz — KDNP","Fidesz — KDNP Party Alliance / Alliance of Hungarian Solidarity","Hungary"
"Hungarian Civic Alliance - Christian Democratic People's Party - FIDESZ-KDNP",6366,"Fidesz — KDNP","Fidesz — KDNP Party Alliance / Alliance of Hungarian Solidarity","Hungary"
"Hungarian Civic Alliance-Christian Democratic People's Party",6366,"Fidesz — KDNP","Fidesz — KDNP Party Alliance / Alliance of Hungarian Solidarity","Hungary"
"Hungarian Civic Alliance-Christian Democratic People's Party - FIDESZ-KDNP",6366,"Fidesz — KDNP","Fidesz — KDNP Party Alliance / Alliance of Hungarian Solidarity","Hungary"
"Hungarian Civic Union - Christian Democratic People's Party - FIDESZ - KDNP",6366,"Fidesz — KDNP","Fidesz — KDNP Party Alliance / Alliance of Hungarian Solidarity","Hungary"
"Hungarian Democratic Forum",1697,"MDF","Hungarian Democratic Forum","Hungary"
"Hungarian Democratic Forum - HDF",1697,"MDF","Hungarian Democratic Forum","Hungary"
"Hungarian Democratic Forum - MDF",1697,"MDF","Hungarian Democratic Forum","Hungary"
"Hungarian Democratic People's Party",1412,"KDNP","Christian Democratic People's Party","Hungary"
"Hungarian Justice and Life Party",1597,"MIEP","Hungarian Justice and Life Party","Hungary"
"Hungarian Liberal Party (Liberálisok)",,,,"Hungary"
"Hungarian Socialist Party",1408,"MSZP","Hungarian Socialist Party","Hungary"
"Hungarian Socialist Party (MSZP)",1408,"MSZP","Hungarian Socialist Party","Hungary"
"Hungarian Socialist Party - Dialogue for Hungary",,,,"Hungary"
"Hungarian Socialist Party - HSP",1408,"MSZP","Hungarian Socialist Party","Hungary"
"Hungarian Socialist Party - MSZP",1408,"MSZP","Hungarian Socialist Party","Hungary"
"Hungarian Socialist Party - MSZP, Egyuett, PM, DK, MLP",,,,"Hungary"
"Hungarian Socialist Party - MSZP, Magyar Szocialista Part",1408,"MSZP","Hungarian Socialist Party","Hungary"
"Hungarian Socialist Party - MSZP-DK (Egyutt-PM-MLP)",,,,"Hungary"
"Hungarian Socialist Party - MSZP-DK (Együtt-PM-MLP)",,,,"Hungary"
"Hungarian Socialist Party - MSZP-DK (Egütt-PM-MLP)",,,,"Hungary"
"Hungarian Socialist Party - Magyar Szocialista Part (MSZP)",1408,"MSZP","Hungarian Socialist Party","Hungary"
"Hungarian Socialist Workers' Party",299,"MSZMP","Hungarian Socialist Workers' Party","Hungary"
"Hungarian Truth - Truth",1597,"MIEP","Hungarian Justice and Life Party","Hungary"
"Hungarian Two-tailed Dog Party",6129,"MKKP","Hungarian Two-tailed Dog Party","Hungary"
"Hungarian Two-tailed Dog Party (MKKP)",6129,"MKKP","Hungarian Two-tailed Dog Party","Hungary"
"Hungarian Worker's Party",859,"MKM","Hungarian Communist Workers' Party","Hungary"
"Hungarian Workers' Party (Munkáspárt)",859,"MKM","Hungarian Communist Workers' Party","Hungary"
"Hungary Democratic Forum",1697,"MDF","Hungarian Democratic Forum","Hungary"
"Hungary's Green Party, Politics can be different - LMP, Lehet Mas a Politika",1650,"LMP—Greens","Politics Can Be Different — LMP – Hungary's Green Party","Hungary"
"Hungary's Green Party, Politics can be diﬀerent - Lehet Mas a Politika (LMP)",1650,"LMP—Greens","Politics Can Be Different — LMP – Hungary's Green Party","Hungary"
"ISHP (Small Holder)",1294,"FKgP","Independent Smallholders Party (1988)","Hungary"
"ISHP Indep Small Hold",1294,"FKgP","Independent Smallholders Party (1988)","Hungary"
"ISHP-Independent Small Holders",1294,"FKgP","Independent Smallholders Party (1988)","Hungary"
"Independant Small Holders Party",1294,"FKgP","Independent Smallholders Party (1988)","Hungary"
"Independent Small Holders Party",1294,"FKgP","Independent Smallholders Party (1988)","Hungary"
"JMH-Jobbik Movement for Hungary",42,"Jobbik","Movement for a Better Hungary","Hungary"
"Jobbik (Jobbik Magyarországért Mozgalom)",42,"Jobbik","Movement for a Better Hungary","Hungary"
"Jobbik - Movement for a Better Hungary",42,"Jobbik","Movement for a Better Hungary","Hungary"
"Jobbik MagyarorszAgArt Mozgalom - JOBBIK",42,"Jobbik","Movement for a Better Hungary","Hungary"
"Jobbik Magyarorszagert Mozgalom",42,"Jobbik","Movement for a Better Hungary","Hungary"
"Jobbik Magyarországért Mozgalom",42,"Jobbik","Movement for a Better Hungary","Hungary"
"Jobbik Magyarországért Mozgalom (JOBBIK)",42,"Jobbik","Movement for a Better Hungary","Hungary"
"Jobbik Magyarországért Mozgalom (Movement for a Better Hungary)",42,"Jobbik","Movement for a Better Hungary","Hungary"
"Jobbik Magyarországért Mozgalom - JOBBIK",42,"Jobbik","Movement for a Better Hungary","Hungary"
"Jobbik, Movement for a Better Hungary - Jobbik Magyarorszagert",42,"Jobbik","Movement for a Better Hungary","Hungary"
"Jobbik, Movement for a Better Hungary - Jobbik Magyarorszagert (JOBBIK)",42,"Jobbik","Movement for a Better Hungary","Hungary"
"Jobbik, the Movement for a Better Hungary - Jobbik",42,"Jobbik","Movement for a Better Hungary","Hungary"
"Jobbik, the Movement for a Better Hungary - Jobbik Magyarors",42,"Jobbik","Movement for a Better Hungary","Hungary"
"Jobbik, the Movement for a Better Hungary - Jobbik Magyarorszagert Mozgalom",42,"Jobbik","Movement for a Better Hungary","Hungary"
"KDNP",1412,"KDNP","Christian Democratic People's Party","Hungary"
"KDNP (Kereszténydemokrata Néppárt)",1412,"KDNP","Christian Democratic People's Party","Hungary"
"KDNP-Christ.Democr.People s P",1412,"KDNP","Christian Democratic People's Party","Hungary"
"KDNP-Christian Democratic Peoples Party",1412,"KDNP","Christian Democratic People's Party","Hungary"
"Kereszteny Demokrata Neppart (KDNP) - Christian Democratic Peoples Party",1412,"KDNP","Christian Democratic People's Party","Hungary"
"Keresztenydemokrata Part - Kereszteny Centrum Osszefogas",1412,"KDNP","Christian Democratic People's Party","Hungary"
"Keresztény Demokrata Néppárt-KDNP",1412,"KDNP","Christian Democratic People's Party","Hungary"
"Kereszténydemokrata Néppárt (Christian Democratic People's Party)",1412,"KDNP","Christian Democratic People's Party","Hungary"
"Kereszténydemokrata Néppárt (KDNP)",1412,"KDNP","Christian Democratic People's Party","Hungary"
"Kereszténydemokrata Néppárt (KDNP) (Christian Democratic People's Party)",1412,"KDNP","Christian Democratic People's Party","Hungary"
"Kereszténydemokrata Néppárt - KDNP",1412,"KDNP","Christian Democratic People's Party","Hungary"
"Kereszténydemokrata Párt - Keresztény Centrum Összefogás",1412,"KDNP","Christian Democratic People's Party","Hungary"
"Koztarsasag Part-Republic Party",3795,"KP","Republican Party","Hungary"
"LMP (Lehet Más A Politika)",1650,"LMP—Greens","Politics Can Be Different — LMP – Hungary's Green Party","Hungary"
"Lehet Mas a Politika (LMP)",1650,"LMP—Greens","Politics Can Be Different — LMP – Hungary's Green Party","Hungary"
"Lehet Más a Politika (LMP)",1650,"LMP—Greens","Politics Can Be Different — LMP – Hungary's Green Party","Hungary"
"Lehet Más a Politika (LMP) (Politics Can Be Different)",1650,"LMP—Greens","Politics Can Be Different — LMP – Hungary's Green Party","Hungary"
"Lehet Más a Politika (Politics Can Be Different)",1650,"LMP—Greens","Politics Can Be Different — LMP – Hungary's Green Party","Hungary"
"MDF",1697,"MDF","Hungarian Democratic Forum","Hungary"
"MDF - FIDESZ - MPP Joint Candidate",,,,"Hungary"
"MDF-Hungarian Democratic Forum",1697,"MDF","Hungarian Democratic Forum","Hungary"
"MEMO (Megoldás Mozgalom)",9128,"MEMO","Solution Movement","Hungary"
"MIEP-Hungarian Justice a Life P",1597,"MIEP","Hungarian Justice and Life Party","Hungary"
"MIÉP",1597,"MIEP","Hungarian Justice and Life Party","Hungary"
"MIÉP (Magyar Igazság És Élet Pártja)",1597,"MIEP","Hungarian Justice and Life Party","Hungary"
"MKKP (Magyar Kétfarkú Kutya Párt)",6129,"MKKP","Hungarian Two-tailed Dog Party","Hungary"
"MRDP (MAGYARORSZÁGI ROMÁK DEMOKRATIKUS PÁRTJA)",,,,"Hungary"
"MSZDP (Magyar Szociáldemokrata Párt)",1726,"MSzDP","Social Democratic Party of Hungary (1989)","Hungary"
"MSZDP-Social Democratic Party",1726,"MSzDP","Social Democratic Party of Hungary (1989)","Hungary"
"MSZMP-Workers Party",299,"MSZMP","Hungarian Socialist Workers' Party","Hungary"
"MSZP",1408,"MSZP","Hungarian Socialist Party","Hungary"
"MSZP (Magyar Szocialista Párt)",1408,"MSZP","Hungarian Socialist Party","Hungary"
"MSZP-Hungarian Socialist Party",1408,"MSZP","Hungarian Socialist Party","Hungary"
"MSZP-Hungarian Socialist Party (ex Communists)",1408,"MSZP","Hungarian Socialist Party","Hungary"
"MUNKÁSPÁRT",859,"MKM","Hungarian Communist Workers' Party","Hungary"
"Magyar Demokrata Forum (MDF) - Hungarian Democratic Forum",1697,"MDF","Hungarian Democratic Forum","Hungary"
"Magyar Demokrata Fórum (MDF)",1697,"MDF","Hungarian Democratic Forum","Hungary"
"Magyar Demokrata Fórum - MDF",1697,"MDF","Hungarian Democratic Forum","Hungary"
"Magyar Demokrata Fórum-MDF",1697,"MDF","Hungarian Democratic Forum","Hungary"
"Magyar Demokrata Neppart (MDNP) - Hungarian Democratic Peopleas Party",,,,"Hungary"
"Magyar Igazsag es Elet Partja (MIEP) - Party of Hungarian Justice and Life",1597,"MIEP","Hungarian Justice and Life Party","Hungary"
"Magyar Igazság és Élet Pártja (MIÉP)",1597,"MIEP","Hungarian Justice and Life Party","Hungary"
"Magyar Igazság és Élet Pártja - MIÉP",1597,"MIEP","Hungarian Justice and Life Party","Hungary"
"Magyar Igazság és Élet Pártja-MIÉP",1597,"MIEP","Hungarian Justice and Life Party","Hungary"
"Magyar Kommunista Munkáspárt",859,"MKM","Hungarian Communist Workers' Party","Hungary"
"Magyar Kommunista Munkáspárt Munkáspárt",859,"MKM","Hungarian Communist Workers' Party","Hungary"
"Magyar Kétfarkú Kutya Párt (MKKP)",6129,"MKKP","Hungarian Two-tailed Dog Party","Hungary"
"Magyar Liberális Párt (Hungarian Liberal Party)",,,,"Hungary"
"Magyar Szocialista Munkaspart (MSZMP) - Hungarian Socialist WorkersA Party",299,"MSZMP","Hungarian Socialist Workers' Party","Hungary"
"Magyar Szocialista Munkáspárt-MSZMP",299,"MSZMP","Hungarian Socialist Workers' Party","Hungary"
"Magyar Szocialista Part (MSZP) - Hungarian Socialist Party (ex Communists)",1408,"MSZP","Hungarian Socialist Party","Hungary"
"Magyar Szocialista Párt (Hungarian Socialist Party)",1408,"MSZP","Hungarian Socialist Party","Hungary"
"Magyar Szocialista Párt (MSZP)",1408,"MSZP","Hungarian Socialist Party","Hungary"
"Magyar Szocialista Párt - MSZP",1408,"MSZP","Hungarian Socialist Party","Hungary"
"Magyar Szocialista Párt-MSZP",1408,"MSZP","Hungarian Socialist Party","Hungary"
"Magyar Videk es Polgari Part",,,,"Hungary"
"Magyar Vidék és Polgári Párt",,,,"Hungary"
"Magyarorszagi Szocialdemokrata Part",1726,"MSzDP","Social Democratic Party of Hungary (1989)","Hungary"
"Magyarorszagi Szocialdemokrata Part (MSZDP) - Social Democratic Party of Hungary",1726,"MSzDP","Social Democratic Party of Hungary (1989)","Hungary"
"Magyarorszagi Zoeld Part (MZP) - Green Party of Hungary",,,,"Hungary"
"Mi Hazánk Mozgalom",7349,"MHM","Our Homeland Movement","Hungary"
"Modern Magyarország Mozgalom (MOMA)",,,,"Hungary"
"Momentum Movement",8249,"MM","Momentum Movement","Hungary"
"Momentum Movement (Momentum)",8249,"MM","Momentum Movement","Hungary"
"Momentum Movement - M, Momentum Mozgalom",8249,"MM","Momentum Movement","Hungary"
"Momentum Movement - Momentum Mozgalom (MM)",8249,"MM","Momentum Movement","Hungary"
"Momentum Mozgalom",8249,"MM","Momentum Movement","Hungary"
"Movement for a Better Hungary (Jobbik)",42,"Jobbik","Movement for a Better Hungary","Hungary"
"Movement for a Better Hungary - Jobbik",42,"Jobbik","Movement for a Better Hungary","Hungary"
"Movement for a Better Hungary - Jobbik (Magyarorszagert Mozg",42,"Jobbik","Movement for a Better Hungary","Hungary"
"Movement for a Better Hungary - Jobbik (Magyarorszagert Mozgalom)",42,"Jobbik","Movement for a Better Hungary","Hungary"
"Movement for a Better Hungary - Jobbik Magyarorszagert Mozgalom",42,"Jobbik","Movement for a Better Hungary","Hungary"
"Munkaspart",859,"MKM","Hungarian Communist Workers' Party","Hungary"
"Munkáspárt",859,"MKM","Hungarian Communist Workers' Party","Hungary"
"Munkáspárt (Magyar Kommunista Munkáspárt)",859,"MKM","Hungarian Communist Workers' Party","Hungary"
"NDSZ-National Democratic Federation",,,,"Hungary"
