"piler_party","party_id","party_code","party_name","Country","X5"
"HSP",253,"HSP","Croatian Party of Rights","Croatia",
"HSP 1861",3142,"HSP-1861","Croatian Party of Right of 1861","Croatia",
"HSU",2062,"HSU","Croatian Party of Pensioners","Croatia",
"HND",3135,"HND","Croatian Independent Democrats","Croatia",
"IDS",513,"IDS","Istrian Democratic Assembly","Croatia",
"LS",381,"LS","Liberal Party","Croatia",
"PGS",,,,"Croatia",
"SDU",5934,"SDU/LH","Social Democratic Union / Left of Croatia","Croatia",
"Croatian Democratic Union HDZ",1431,"HDZ","Croatian Democratic Union","Croatia",
"Croatian People's Party - Liberal Democrats HNS",799,"HNS — LD","Croatian People's Party — Liberal Democrats","Croatia",
"Croatian Peasant Party HSS",72,"HSS","Croatian Peasant Party","Croatia",
"Croatian Social Liberal Party HSLS",214,"HSLS","Croatian Social Liberal Party","Croatia",
"Croatian Party of Rights HSP",253,"HSP","Croatian Party of Rights","Croatia",
"Croatian Party of Pensioners HSU",2062,"HSU","Croatian Party of Pensioners","Croatia",
"Croatian Democratic Alliance of Slavonia and Baranja HDSSB",2347,"HDSSB","Croatian Democratic Alliance of Slavonia and Baranja","Croatia",
"Istrian Democratic Assembly IDS",513,"IDS","Istrian Democratic Assembly","Croatia",
"Primorje - Gorski Kotar Alliance PGS",,,,"Croatia",
"Independent Democratic Serbian Party SDSS",2348,"SDSS","Independent Democratic Serb Party","Croatia",
"Social Democratic Party of Croatia SDP",1475,"SDP","Social Democratic Party of Croatia","Croatia",
"Croatian Independent Democrats",3135,"HND","Croatian Independent Democrats","Croatia",
"Leftists of Croatia",,,,"Croatia",
"Socialist Labour Party of Croatia",,,,"Croatia",
"Greens of Croatia",,,,"Croatia",
"Bandić Milan 365",5452,"BM 365","Milan Bandic 365 — The Party of Labour and Solidarity","Croatia",
"Croatian democratic union",1431,"HDZ","Croatian Democratic Union","Croatia",
"Croatian people's party",799,"HNS — LD","Croatian People's Party — Liberal Democrats","Croatia",
"Croatian peasant party",72,"HSS","Croatian Peasant Party","Croatia",
"Croatian social liberal party",214,"HSLS","Croatian Social Liberal Party","Croatia",
"Croatian party of rights",253,"HSP","Croatian Party of Rights","Croatia",
"Croatian party of pensioners",2062,"HSU","Croatian Party of Pensioners","Croatia",
"Croatian democratic alliance of Slavonia and Baranja",2347,"HDSSB","Croatian Democratic Alliance of Slavonia and Baranja","Croatia",
"Istrian democratic assembly",513,"IDS","Istrian Democratic Assembly","Croatia",
"Smart",,,,"Croatia",
"Gorski-Kotar alliance",,,,"Croatia",
"Independent democratic Serbian party",2348,"SDSS","Independent Democratic Serb Party","Croatia",
"Bridge of Independent Lists",4865,"Most","Bridge of Independent Lists","Croatia",
"Social democratic party of Croatia",1475,"SDP","Social Democratic Party of Croatia","Croatia",
"Human shield",4867,"ZiZi","Human Shield","Croatia",
"HDZ-Croatian Democratic Union (Conservative)",1431,"HDZ","Croatian Democratic Union","Croatia",
"HNS-Croatian People's Party (Center)",799,"HNS — LD","Croatian People's Party — Liberal Democrats","Croatia",
"HSLS-Croatian Social Liberal Party (Liberal)",214,"HSLS","Croatian Social Liberal Party","Croatia",
"HSP-Croatian Party of Rights (Right, Conservative)",253,"HSP","Croatian Party of Rights","Croatia",
"HSS-Croatian Peasant Party (Center)",72,"HSS","Croatian Peasant Party","Croatia",
"HSU-Croatian Party of Pensioners",2062,"HSU","Croatian Party of Pensioners","Croatia",
"IDS-Istrian Democratic Assembly (Regional)",513,"IDS","Istrian Democratic Assembly","Croatia",
"SDP-Social Democratic Party (Soc-Democr)",1475,"SDP","Social Democratic Party of Croatia","Croatia",
"HSLS - Croatian Social Liberal Party (Liberal)",214,"HSLS","Croatian Social Liberal Party","Croatia",
"HNS - Croatian People´s Party - Liberal Democrats (Center)",799,"HNS — LD","Croatian People's Party — Liberal Democrats","Croatia",
"SDP - Social Democratic Party  (Soc-Democr)",1475,"SDP","Social Democratic Party of Croatia","Croatia",
"HSP - Croatian Party of Rights (Right, Conservative)",253,"HSP","Croatian Party of Rights","Croatia",
"HDZ - Croatian Democratic Union (Conservative)",1431,"HDZ","Croatian Democratic Union","Croatia",
"HSS - Croatian Peasant Party (Center)",72,"HSS","Croatian Peasant Party","Croatia",
"HSU - Croatian Party of Pensioners(Party of retired persons)",2062,"HSU","Croatian Party of Pensioners","Croatia",
"IDS - Istrian Democratic Assembly (Regional)",513,"IDS","Istrian Democratic Assembly","Croatia",
"Croatian Democratic Union (Conservative) - HDZ",1431,"HDZ","Croatian Democratic Union","Croatia",
"Social Democratic Party (Social-Democrat) - SDP",1475,"SDP","Social Democratic Party of Croatia","Croatia",
"Croatian People's Party (Center) - HNS",799,"HNS — LD","Croatian People's Party — Liberal Democrats","Croatia",
"Croatian Peasant Party (Center) - HSS",72,"HSS","Croatian Peasant Party","Croatia",
"Croatian Party of Rights (Right, Conservative) - HSP",253,"HSP","Croatian Party of Rights","Croatia",
"Croatian Social Liberal Party (Liberal) - HSLS",214,"HSLS","Croatian Social Liberal Party","Croatia",
"Croatian Party of Pensioners - HSU",2062,"HSU","Croatian Party of Pensioners","Croatia",
"Croatian Democratic Union of Slavonija and Baranja - HDSSB",2347,"HDSSB","Croatian Democratic Alliance of Slavonia and Baranja","Croatia",
"Istrian Democratic Assembly (Regional) - IDS",513,"IDS","Istrian Democratic Assembly","Croatia",
"SDP - Social Democratic Party  (Soc-Democr)",1475,"SDP","Social Democratic Party of Croatia","Croatia",
"HNS - Croatian People's Party - Liberal Democrats (Center)",799,"HNS — LD","Croatian People's Party — Liberal Democrats","Croatia",
"HSS - Croatian Peasant Party (Center)",72,"HSS","Croatian Peasant Party","Croatia",
"HSP - Croatian Party of Rights (Right, Conservative)",253,"HSP","Croatian Party of Rights","Croatia",
"HDSSB - Croatian Democratic Union of Slavonija and Baranja",2347,"HDSSB","Croatian Democratic Alliance of Slavonia and Baranja","Croatia",
"Bridge of independent lists - MOST",4865,"Most","Bridge of Independent Lists","Croatia",
"Bandiæ Milan 365 - Party of labour and solidarity",5452,"BM 365","Milan Bandic 365 — The Party of Labour and Solidarity","Croatia",
"Living wall - ivi zid",4867,"ZiZi","Human Shield","Croatia",
"Bridge of Independent Lists - MOST",4865,"Most","Bridge of Independent Lists","Croatia",
"Party of Labour and Solidarity - BM 365",5452,"BM 365","Milan Bandic 365 — The Party of Labour and Solidarity","Croatia",
"Living Wall - ZZ",3137,"ZZ","Greens Together","Croatia",
"Croatian Social Liberal Party (Liberal) - HSLS2",,,,"Croatia",
"Living Wall - Z",4867,"ZiZi","Human Shield","Croatia",
"Croatian Peasant Party (Right, Conservative)  HSS",72,"HSS","Croatian Peasant Party","Croatia",
"Croatian Peoples Party (Center) - HNS",799,"HNS — LD","Croatian People's Party — Liberal Democrats","Croatia",
"Croatian Democratic Union - HDZ & Croatian Social Liberal Party - HSLS (Right / conservative)",,,,"Croatia",
"Independent Democratic Serb Party - SDSS (Center / liberal)",2348,"SDSS","Independent Democratic Serb Party","Croatia",
"Bridge of independent lists - MOST (Right / conservative)",4865,"Most","Bridge of Independent Lists","Croatia",
"Coalition We Can!-Zagreb is Ours-New Left-Workers' Front-For City-ORAH (Left / center left)",,,,"Croatia",
"Restart Coalition - SDP-HSS-HSU-GLAS-SNAGA-IDS-PGS (Left / center left)",,,,"Croatia",
"Homeland Movement of Miroslav Skoro and Coalition (Far Right)",,,,"Croatia",
"People's Party - Reformists (Center / liberal)",4866,"NS — R","People's Party — Reformists","Croatia",
"Croatian People's Party - HNS (Center / liberal)",799,"HNS — LD","Croatian People's Party — Liberal Democrats","Croatia",
"Croatian Democratic Union (HDZ) & Croatian Social Liberal P. (HSLS) - Hrvatska dem. zajednica (HDZ) & Hrvatska socijalno",,,,"Croatia",
"Bridge of independent lists - Most (Most nezavisnih lista) (MOST)",4865,"Most","Bridge of Independent Lists","Croatia",
"Coalition We Can!-Zagreb is Ours-New Left-Workers' Front-For City-ORAH - Koalicija Možemo-Zagreb je naš-Nova ljevica-R",,,,"Croatia",
"Restart Coalition - Restart koalicija-SDP-HSS-HSU-GLAS-SNAGA-IDS-PGS (RK)",,,,"Croatia",
"Coalition Party with Name and Surname-Smart-Focus - Koalicija Stranka s imenom i prezimenom-Pametno-Fokus (IP-P-F)",,,,"Croatia",
"Homeland Movement of M. Skoro and Coalition - Domovinski pokret M. Skore sa koalicijskim partnerima (DPMS)",,,,"Croatia",
"People's Party-Reformists - Narodna stranka-Reformisti (NS-R)",4866,"NS — R","People's Party — Reformists","Croatia",
"Croatian People's Party - Hrvatska narodna stranka-liberalni demokrati (HNS)",799,"HNS — LD","Croatian People's Party — Liberal Democrats","Croatia",
"Independent Democratic Serb Party - Samostalna demokratska srpska stranka (SDSS)",2348,"SDSS","Independent Democratic Serb Party","Croatia",
"Akcija Socijaldemokrata Hrvatske (ASH)",5933,"ASH","Social Democratic Action of Croatia","Croatia",
"Dalmatinska Akcija (DA)",8606,"DA","Dalmatian Action","Croatia",
"Hrvatska Demokratska Zajednica (HDZ)",1431,"HDZ","Croatian Democratic Union","Croatia",
"Hrvatska Krscanska Demokratska Unija (HKDU)",8036,"HKDU","Croatian Christian Democratic Union","Croatia",
"Hrvatska Narodna Stranka (HNS)",799,"HNS — LD","Croatian People's Party — Liberal Democrats","Croatia",
"Hrvatska Seljacka Stranka (HSS)",72,"HSS","Croatian Peasant Party","Croatia",
"Hrvatska Socijalno Liberalna Stranka (HSLS)",214,"HSLS","Croatian Social Liberal Party","Croatia",
"Hrvatska Stranka Prava (HSP)",253,"HSP","Croatian Party of Rights","Croatia",
"Hrvatska Stranka Prava - 1861 (HSP 1861)",3142,"HSP-1861","Croatian Party of Right of 1861","Croatia",
"Hrvatski Nezavisni Demokrati (HND)",3135,"HND","Croatian Independent Democrats","Croatia",
"Istarski Demokratski Sabor (IDS)",513,"IDS","Istrian Democratic Assembly","Croatia",
"Slavonsko-Baranjska Hrvatska Stranka (SBHS)",8037,"SBHS","Slavonia-Baranja Croatian Party","Croatia",
"Socijaldemokratska Partija Hrvatske (SDP/SDPH)",1475,"SDP","Social Democratic Party of Croatia","Croatia",
"Socijalno-demokratska Unija Hrvatske (SDU)",5934,"SDU/LH","Social Democratic Union / Left of Croatia","Croatia",
"MAP",,,,"Cyprus",
"The People's Party",,,,"Cyprus",
"Ecologists",,,,"Cyprus",
"Democratic Rally - DISI",563,"DISY","Democratic Rally","Cyprus",
"Progressive Party of Working People - AKEL",1076,"AKEL","Progressive Party of Working People","Cyprus",
"Democratic Party - DIKO",635,"DIKO","Democratic Party","Cyprus",
"Movement for Social Democracy - EDEK",1028,"EDEK","Movement for Social Democracy EDEK","Cyprus",
"European Party - EYROKO",1817,"EK","European Party","Cyprus",
"Ecological and Environmental Movement",858,"KOP","Ecological and Environmental Movement","Cyprus",
"Republican Turkish Party - CTP",6109,"CTP","Republican Turkish Party","Cyprus",
"National Unity Party - UBP",6108,"UBP","Ulusal Birlik Partisi","Cyprus",
"Democratic Party - DP",6199,"DP","Democratic Party","Cyprus",
"Communal Democracy Party - TDP",6198,"TDP","Communal Democracy Party","Cyprus",
"Freedom and Reform Party - ORP",6197,"ÖRP","Freedom and Reform Party","Cyprus",
"Politics for People Party - HIS",,,,"Cyprus",
"Peoples Party - HP",,,,"Cyprus",
"Cyprus Socialist Party - KSP",,,,"Cyprus",
"United Cyprus Party - BKP",,,,"Cyprus",
"The Democratic Party",,,,"Cyprus",
"Democratic Alert (DHSY)",,,,"Cyprus",
"Progressive Labor Party (AKEL)",1076,"AKEL","Progressive Party of Working People","Cyprus",
"Democratic Party (DHKO)",,,,"Cyprus",
"Socialist Party (KISOS)",,,,"Cyprus",
"New Horizons",1191,"NO","New Horizons","Cyprus",
"Free Democrats (EDH)",,,,"Cyprus",
"Democratic Renewal Party (ADHK)",,,,"Cyprus",
"Democratic Alert, DHSY",,,,"Cyprus",
"Socialist Party, EDEK",1028,"EDEK","Movement for Social Democracy EDEK","Cyprus",
"Progressive Labour Party, AKEL",1076,"AKEL","Progressive Party of Working People","Cyprus",
"Democratic Renewal Party, ADHK",,,,"Cyprus",
"Democratic Party, DHKO",,,,"Cyprus",
"Free Democrats, EDH",,,,"Cyprus",
"European Democracy",697,"EvroDi / GTE","European Democracy / For Europe","Cyprus",
"European Democracy, EYRODH",697,"EvroDi / GTE","European Democracy / For Europe","Cyprus",
"European Party, EYROKO",1817,"EK","European Party","Cyprus",
"Free Democrats, KED",,,,"Cyprus",
"Progressive Party for Working People - AKEA",1076,"AKEL","Progressive Party of Working People","Cyprus",
"Democratic Rally - DISY",563,"DISY","Democratic Rally","Cyprus",
"New Horizon, NEOI ORIZONTES",1191,"NO","New Horizons","Cyprus",
"Ecological and Environmental Movement - ECOGREEN",858,"KOP","Ecological and Environmental Movement","Cyprus",
"Fighting Democratic Movement - ADIK",1625,"ADIK","Fighting Democratic Movement","Cyprus",
"United Democrats - EDI",321,"ED","United Democrats","Cyprus",
"Democratic Alert, DISY",,,,"Cyprus",
"National Unity Party",6108,"UBP","Ulusal Birlik Partisi","Cyprus",
"Progressive Party of Working People (AKEL) - Communist",1076,"AKEL","Progressive Party of Working People","Cyprus",
"Democratic Rally (DISY) - Liberal conservatives",563,"DISY","Democratic Rally","Cyprus",
"Democratic party (DIKO) - Centrist",635,"DIKO","Democratic Party","Cyprus",
"Movement for Social Democracy (KISOS/EDEK) - Social Democrats",1028,"EDEK","Movement for Social Democracy EDEK","Cyprus",
"United Democrats (EDI) - Centrist",321,"ED","United Democrats","Cyprus",
"Environmentalists",,,,"Cyprus",
"Fighting Democrats (ADIK) - Center-right",1625,"ADIK","Fighting Democratic Movement","Cyprus",
"National Unity Party (UBP): Center right",6108,"UBP","Ulusal Birlik Partisi","Cyprus",
"Democrat Party (DP) - Liberal conservative",6199,"DP","Democratic Party","Cyprus",
"Republican Turkish Party (CTP/BG) - Communist",6109,"CTP","Republican Turkish Party","Cyprus",
"BDH",6332,"BDH","Peace and Democracy Movement","Cyprus",
"Communal FreedomParty (TKP) - Social Democrats",6201,"TKP","Communal Liberation Party","Cyprus",
"YP",,,,"Cyprus",
"Progressive Party of Working People",1076,"AKEL","Progressive Party of Working People","Cyprus",
"Democratic Rally",563,"DISY","Democratic Rally","Cyprus",
"Democratic Alignment",9074,"DiPa","Democratic Alignment","Cyprus",
"Movement of Social Democrats",,,,"Cyprus",
"United Democrats",321,"ED","United Democrats","Cyprus",
"Republican Turkish Party",6109,"CTP","Republican Turkish Party","Cyprus",
"United Cyprus Party",,,,"Cyprus",
"European Party",1817,"EK","European Party","Cyprus",
"The National Popular Front",1013,"ELAM","National Popular Front","Cyprus",
"Popular Socialist Movement",,,,"Cyprus",
"Freedom and Reform Party",6197,"ÖRP","Freedom and Reform Party","Cyprus",
"Politics for the People Party",,,,"Cyprus",
"The Communal Democracy Party",6198,"TDP","Communal Democracy Party","Cyprus",
"Rebirth Party",6107,"YDP","Yeni Doğuş Partisi","Cyprus",
"The Solidarity Movement",4883,"KINHMA","Solidarity Movement","Cyprus",
"Citizens' Alliance",3117,"SYM","Citizen's Alliance","Cyprus",
"Animal Party Cyprus",4884,"KGTZTK","Animal Party Cyprus","Cyprus",
"Green Party",1554,"SZ","Green Party","Czechia",
"Czech Social Democratic Party",177,"CSSD","Czech Social Democratic Party","Czechia",
"Civic Democratic Party",466,"ODS","Civic Democratic Party","Czechia",
"Christian Democratic Union - Czech People's Party",676,"KDU/CSL","Christian Democratic Union / People's Party","Czechia",
"Communist Party of Bohemia and Moravia",1728,"KSCM","Communist Party of Bohemia and Moravia","Czechia",
"Civic Democratic Alliance",1008,"ODA","Civic Democratic Alliance","Czechia",
"Association for the Republic - Czech Republican Party",1657,"SPR — RSČ","Coalition for Republic — Republican Party of Czechoslovakia","Czechia",
"Left Bloc",2138,"LB","Left Bloc","Czechia",
"Free Democrats - Liberal Social National Party",,,,"Czechia",
"Balbin's Poetic Party",,,,"Czechia",
"Czech National Social Party",1813,"CSS","[ Liberal / Czech ] National Social Party","Czechia",
"Moravian Democratic Party",,,,"Czechia",
"Republicans",972,"RMS","Republicans of Miroslav Sladek","Czechia",
"Miroslav Sladek's Republicans",972,"RMS","Republicans of Miroslav Sladek","Czechia",
"Association of Independents",884,"Sn","Association of Independents","Czechia",
"The Block of Jana Bobosikova and Party of Common Sense (SZR)",,,,"Czechia",
"Humanistic Alliance",,,,"Czechia",
"Rural Party - Citizens Joint Strenght",,,,"Czechia",
"Party for Life Security",670,"DZJ","Pensioners for a Secure Living","Czechia",
"Coalition KDU-CSL and US-DEU",,,,"Czechia",
"Freedom Union - Democratic Union",104,"US/DEU","Freedom Union / Democratic Union","Czechia",
"Humanistic Party",,,,"Czechia",
"Right Block",904,"PB","Right Bloc","Czechia",
